name,type,typeLocal,ref,substitutionGroup,substitutionGroupLocal,abstract,nillable,documentation
LocaleCensusTractID,niem-xs:string,string,,,,False,True,An identifier of a designated census tract area.
LocaleCommunityAbstract,,,,,,True,False,A data concept for a specific community.
LocaleCommunityName,nc:TextType,TextType,,nc:LocaleCommunityAbstract,LocaleCommunityAbstract,False,True,A name of a specific community.
LocaleDescriptionText,nc:TextType,TextType,,,,False,True,A description of a geopolitical area.
LocaleDistrictIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification for a district in a locale.
LocaleDistrictName,nc:TextType,TextType,,,,False,True,A name given to an area defined for administrative or official purposes.
LocaleEmergencyServicesJurisdictionID,niem-xs:string,string,,,,False,True,An identifier of an emergency services jurisdiction that encompasses a location.
LocaleEmergencyServicesName,nc:TextType,TextType,,,,False,True,A name of an organization providing emergency services.
LocaleFireJurisdictionID,niem-xs:string,string,,,,False,True,An identifier of a fire department jurisdiction.
LocaleJudicialDistrictAbstract,,,,,,True,False,A data concept for a judicial district.
LocaleJudicialDistrictName,nc:TextType,TextType,,nc:LocaleJudicialDistrictAbstract,LocaleJudicialDistrictAbstract,False,True,A name of the judicial district.
LocaleNeighborhoodName,nc:TextType,TextType,,,,False,True,A name of a neighborhood.
LocalePoliceBeatText,nc:TextType,TextType,,,,False,True,A police beat that encompasses a location.
LocalePoliceGridText,nc:TextType,TextType,,,,False,True,A police grid coordinate.
LocalePoliceJurisdictionID,niem-xs:string,string,,,,False,True,An identifier of a police jurisdiction that encompasses a location.
LocaleRegionName,nc:TextType,TextType,,,,False,True,A name of a region.
LocaleSubdivisionName,nc:TextType,TextType,,,,False,True,A name of a subdivision.
LocaleZoneName,nc:TextType,TextType,,,,False,True,A name of a zone.
Location,nc:LocationType,LocationType,,,,False,True,A geospatial location.
Location2DGeospatialCoordinate,nc:Location2DGeospatialCoordinateType,Location2DGeospatialCoordinateType,,nc:LocationGeospatialCoordinateAbstract,LocationGeospatialCoordinateAbstract,False,True,A location identified by a latitude and longitude.
Location2DGeospatialCoordinateAugmentationPoint,,,,,,True,False,An augmentation point for Location2DGeospatialCoordinateType.
Location3DGeospatialCoordinate,nc:Location3DGeospatialCoordinateType,Location3DGeospatialCoordinateType,,nc:LocationGeospatialCoordinateAbstract,LocationGeospatialCoordinateAbstract,False,True,"A location identified by latitude, longitude, and height."
Location3DGeospatialCoordinateAugmentationPoint,,,,,,True,False,An augmentation point for Location3DGeospatialCoordinateType.
LocationAddressAbstract,,,,,,True,False,"A data concept for a set of information, such as postal information, used to describe a location."
LocationAltitude,nc:LocationHeightMeasureType,LocationHeightMeasureType,,nc:LocationHeightAbstract,LocationHeightAbstract,False,True,A measurement of the height or position of a location above a certain reference.
LocationArea,nc:AreaType,AreaType,,,,False,True,A location identified by geographic boundaries.
LocationAugmentationPoint,,,,,,True,False,An augmentation point for LocationType.
LocationBedText,nc:TextType,TextType,,,,False,True,A bed at a location.
LocationBuildingText,nc:TextType,TextType,,,,False,True,A building at a location.
LocationCategoryAbstract,,,,,,True,False,A data concept for a kind or functional description of a location.
LocationCategoryText,nc:TextType,TextType,,nc:LocationCategoryAbstract,LocationCategoryAbstract,False,True,A kind or functional description of a location.
LocationContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A set of contact information for a location.
LocationContactInformationAssociation,nc:LocationContactInformationAssociationType,LocationContactInformationAssociationType,,,,False,True,An association between a location and its contact information.
LocationContactInformationAssociationAugmentationPoint,,,,,,True,False,An augmentation point for LocationContactInformationAssociationType.
LocationContainsOrganizationAssociation,nc:OrganizationLocationAssociationType,OrganizationLocationAssociationType,,,,False,True,An association between a location and an organization at that location.
LocationDepth,nc:LocationHeightMeasureType,LocationHeightMeasureType,,nc:LocationHeightAbstract,LocationHeightAbstract,False,True,A measure of the depth of a location relative to a reference.
LocationDescriptionText,nc:TextType,TextType,,,,False,True,A description of a location.
LocationDirectionsText,nc:TextType,TextType,,,,False,True,A set of directions to a location.
LocationElevation,nc:LocationHeightMeasureType,LocationHeightMeasureType,,nc:LocationHeightAbstract,LocationHeightAbstract,False,True,A measure of the distance of a point on the Earth from a reference point.
LocationEmergencyServicesAssociation,nc:OrganizationLocationAssociationType,OrganizationLocationAssociationType,,,,False,True,An association between a location and its emergency services.
LocationFloorText,nc:TextType,TextType,,,,False,True,A floor at a location.
LocationGeospatialCoordinateAbstract,,,,,,True,False,A data concept for a geospatial location.
LocationHeightAbstract,,,,,,True,False,A data concept for a measure of the height of a location.
LocationHeightMeasureAugmentationPoint,,,,,,True,False,An augmentation point for LocationHeightMeasureType.
LocationHeightVerticalDatumAbstract,,,,,,True,False,A data concept for a vertical datum system used to designate the reference point for a height measurement.
LocationHeightVerticalDatumText,nc:TextType,TextType,,nc:LocationHeightVerticalDatumAbstract,LocationHeightVerticalDatumAbstract,False,True,A vertical datum system used to designate the reference point for a height measurement.
LocationIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification of a Location.
LocationLandmarkAbstract,,,,,,True,False,A data concept for a distinguishing physical feature at a location.
LocationLandmarkName,nc:TextType,TextType,,nc:LocationLandmarkAbstract,LocationLandmarkAbstract,False,True,A name of a landmark.
LocationLandmarkText,nc:TextType,TextType,,nc:LocationLandmarkAbstract,LocationLandmarkAbstract,False,True,A distinguishing physical feature at a location.
LocationLocale,nc:LocaleType,LocaleType,,,,False,True,A geopolitical area.
LocationMapLocation,nc:MapLocationType,MapLocationType,,,,False,True,A location identified by map or grid coordinates.
LocationName,nc:ProperNameTextType,ProperNameTextType,,,,False,True,A name of a location.
LocationNeighboringPersonAssociation,nc:PersonLocationAssociationType,PersonLocationAssociationType,,,,False,True,An association between a location and a person neighboring that location.
LocationOrganizationAssociation,nc:OrganizationLocationAssociationType,OrganizationLocationAssociationType,,,,False,True,An association between a location and an organization.
LocationPart,nc:LocationPartType,LocationPartType,,,,False,True,"A unit within a facility, building, or structure at a location."
LocationPartAugmentationPoint,,,,,,True,False,An augmentation point for LocationPartType.
LocationPartText,nc:TextType,TextType,,,,False,True,"A name, number, or other information about a unit within a facility, building, or structure at a location."
LocationRangeDescriptionText,nc:TextType,TextType,,,,False,True,A description of the boundary or range of a location.
LocationRelativeLocation,nc:RelativeLocationType,RelativeLocationType,,,,False,True,A location identified by its proximity to another location.
LocationRoomText,nc:TextType,TextType,,,,False,True,A room at a location.
LocationSectionText,nc:TextType,TextType,,,,False,True,"A section, wing, or block at a location."
LocationSuiteText,nc:TextType,TextType,,,,False,True,A suite at a location.
LocationSurroundingAreaDescriptionText,nc:TextType,TextType,,,,False,True,A description of the immediate area around a location.
LocationUTMCoordinateValue,nc:UTMCoordinateType,UTMCoordinateType,,nc:LocationGeospatialCoordinateAbstract,LocationGeospatialCoordinateAbstract,False,True,"A coordinate from the Universal Transverse Mercator (UTM) Coordinate System, which represents a location with a hemisphere, zone, an easting value, and a northing value."
LongitudeCoordinateAugmentationPoint,,,,,,True,False,An augmentation point for LongitudeCoordinateType.
LongitudeDegreeValue,nc:LongitudeDegreeType,LongitudeDegreeType,,,,False,True,A value that specifies the degree of a longitude. The value comes from a restricted range between -180 (inclusive) and +180 (inclusive).
LongitudeMinuteValue,nc:AngularMinuteType,AngularMinuteType,,,,False,True,A longitude value that specifies a minute of a degree. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).
LongitudeSecondValue,nc:AngularSecondType,AngularSecondType,,,,False,True,A longitude value that specifies a second of a minute. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).
MACAddressID,niem-xs:string,string,,,,False,True,An identifier assigned to a hardware device that connects to the Internet; Media Access Control.
Machinery,nc:ItemType,ItemType,,,,False,True,An assemblage of machines or mechanical apparatuses.
MailingAddress,nc:AddressType,AddressType,,nc:Address,Address,False,True,A mailing address for a location. This may or may not be the same as the location's physical address.
Manifest,nc:ManifestType,ManifestType,,,,False,True,"A document containing information about persons, materials, cargo, and equipment on a conveyance."
ManifestAugmentationPoint,,,,,,True,False,An augmentation point for ManifestType.
ManifestCategoryAbstract,,,,,,True,False,A data concept for a kind of manifest document.
ManifestCategoryText,nc:TextType,TextType,,nc:ManifestCategoryAbstract,ManifestCategoryAbstract,False,True,A kind of manifest.
ManifestTransmittedDate,nc:DateType,DateType,,,,False,True,A date the manifest was transmitted.
MapCoordinateFullText,nc:TextType,TextType,,,,False,True,A coordinate of a point on a map.
MapDate,nc:DateType,DateType,,,,False,True,"A date a map was published, copyrighted or became effective for use."
MapElevationCoordinateText,nc:TextType,TextType,,,,False,True,A height or elevation of a point on a map.
MapHorizontalCoordinateText,nc:TextType,TextType,,,,False,True,A horizontal location of a point on a map.
MapLocation,nc:MapLocationType,MapLocationType,,,,False,True,A location identified by map or grid coordinates.
MapLocationAugmentationPoint,,,,,,True,False,An augmentation point for MapLocationType.
MapLocationDescriptionText,nc:TextType,TextType,,,,False,True,A description of a map location.
MapName,nc:TextType,TextType,,,,False,True,A name of a map.
MapPageID,niem-xs:string,string,,,,False,True,An identifier of a page number in a map.
MapQuadrantText,nc:TextType,TextType,,,,False,True,A quadrant or square in a map.
MapVersionID,niem-xs:string,string,,,,False,True,An identifier of a version of a map.
MapVerticalCoordinateText,nc:TextType,TextType,,,,False,True,A vertical location of a point on a map.
Measure,nc:MeasureType,MeasureType,,,,False,True,"A dimension, capacity, or amount of something ascertained by measuring."
MeasureAugmentationPoint,,,,,,True,False,An augmentation point for MeasureType.
MeasureCommentText,nc:TextType,TextType,,,,False,True,A comment regarding the measurement value and/or its error estimate.
MeasureDate,nc:DateType,DateType,,,,False,True,A date a measurement was made.
MeasureDecimalRange,nc:DecimalRangeType,DecimalRangeType,,nc:MeasureRangeAbstract,MeasureRangeAbstract,False,True,A decimal measurement range.
MeasureDecimalValue,niem-xs:decimal,decimal,,nc:MeasurePointAbstract,MeasurePointAbstract,False,True,A decimal measurement value.
MeasureDecimalValueList,nc:DecimalListType,DecimalListType,,nc:MeasureValueListAbstract,MeasureValueListAbstract,False,True,"A list of decimal measurement values, all using the same measurement method/device and of the same units."
MeasureDescriptionText,nc:TextType,TextType,,,,False,True,A description of a measure.
MeasureDoubleRange,nc:DoubleRangeType,DoubleRangeType,,nc:MeasureRangeAbstract,MeasureRangeAbstract,False,True,A double measurement range.
MeasureDoubleValue,niem-xs:double,double,,nc:MeasurePointAbstract,MeasurePointAbstract,False,True,A double measurement value.
MeasureDoubleValueList,nc:DoubleListType,DoubleListType,,nc:MeasureValueListAbstract,MeasureValueListAbstract,False,True,"A list of double measurement values, all using the same measurement method/device and of the same units."
MeasureErrorAbstract,,,,,,True,False,A data concept for an estimate of the error or quality of a measurement value.
MeasureErrorText,nc:TextType,TextType,,nc:MeasureErrorAbstract,MeasureErrorAbstract,False,True,A textual description of the error in a measurement value.
MeasureErrorValue,niem-xs:decimal,decimal,,nc:MeasureErrorAbstract,MeasureErrorAbstract,False,True,A calculated estimate of the error in a measurement value.
MeasureEstimatedIndicator,niem-xs:boolean,boolean,,,,False,True,"True if a measurement has been guessed, or estimated without use of a measuring device or analytical method; false otherwise."
MeasureIntegerRange,nc:IntegerRangeType,IntegerRangeType,,nc:MeasureRangeAbstract,MeasureRangeAbstract,False,True,An integer measurement range.
MeasureIntegerValue,niem-xs:integer,integer,,nc:MeasurePointAbstract,MeasurePointAbstract,False,True,An integer measurement value.
MeasureIntegerValueList,nc:IntegerListType,IntegerListType,,nc:MeasureValueListAbstract,MeasureValueListAbstract,False,True,"A list of integer measurement values, all using the same measurement method/device and of the same units."
MeasureMethodAbstract,,,,,,True,False,A data concept for a method used to make a measurement.
MeasureMethodText,nc:TextType,TextType,,nc:MeasureMethodAbstract,MeasureMethodAbstract,False,True,A method used to make a measurement.
MeasurePointAbstract,,,,nc:MeasureValueAbstract,MeasureValueAbstract,True,False,A data concept for a measurement value.
MeasureQualityText,nc:TextType,TextType,,nc:MeasureErrorAbstract,MeasureErrorAbstract,False,True,A textual description of the quality of a measurement value.
Measurer,nc:EntityType,EntityType,,,,False,True,A person or organization who makes a measurement.
MeasureRangeAbstract,,,,nc:MeasureValueAbstract,MeasureValueAbstract,True,False,A data concept for a measurement specified by a minimum and maximum value.
MeasureTextList,nc:StringListType,StringListType,,nc:MeasureValueListAbstract,MeasureValueListAbstract,False,True,"A list of measurement values , all using the same measurement method/device and of the same units."
MeasureUnitAbstract,,,,,,True,False,A data concept for a unit of measure of a measurement value.
MeasureUnitText,nc:TextType,TextType,,nc:MeasureUnitAbstract,MeasureUnitAbstract,False,True,A unit that qualifies the measurement value.
MeasureUnsignedIntegerRange,nc:UnsignedIntegerRangeType,UnsignedIntegerRangeType,,nc:MeasureRangeAbstract,MeasureRangeAbstract,False,True,An unsigned integer measurement range.
MeasureUnsignedIntegerValue,niem-xs:unsignedInt,unsignedInt,,nc:MeasurePointAbstract,MeasurePointAbstract,False,True,An unsigned integer measurement value.
MeasureValueAbstract,,,,,,True,False,A data concept for a measurement value.
MeasureValueListAbstract,,,,nc:MeasureValueAbstract,MeasureValueAbstract,True,False,A data concept for a list of measurement values.
MeasureValueText,nc:TextType,TextType,,nc:MeasureValueAbstract,MeasureValueAbstract,False,True,A textual description of a measurement value.
MedicalCondition,nc:MedicalConditionType,MedicalConditionType,,,,False,True,"A state of health, on-going or present."
MedicalConditionAugmentationPoint,,,,,,True,False,An augmentation point for MedicalConditionType.
MedicalConditionCauseText,nc:TextType,TextType,,,,False,True,A trigger that can initiate the onset of a medical condition.
MedicalConditionDateRange,nc:DateRangeType,DateRangeType,,,,False,True,A date range for the start and end of a medical condition.
MedicalConditionDescriptionText,nc:TextType,TextType,,,,False,True,A description of a medical condition.
MedicalConditionDoctor,nc:PersonType,PersonType,,,,False,True,A doctor who treats a person for a medical condition.
MedicalConditionPresentIndicator,niem-xs:boolean,boolean,,,,False,True,True if a medical condition currently exists; false otherwise.
MedicalConditionSeverityAbstract,,,,,,True,False,A data concept for a degree to which a medical condition is affecting a person.
MedicalConditionSeverityText,nc:TextType,TextType,,nc:MedicalConditionSeverityAbstract,MedicalConditionSeverityAbstract,False,True,A degree to which a medical condition is affecting a person.
MedicalConditionText,nc:TextType,TextType,,,,False,True,"A state of health, on-going or present."
MessageAttachmentAbstract,,,,,,True,False,A data concept for a file which is sent along with a message.
MessageAttachmentBinary,nc:BinaryType,BinaryType,,nc:MessageAttachmentAbstract,MessageAttachmentAbstract,False,True,A binary file which is attached to a message.
MessageAttachmentDocument,nc:DocumentType,DocumentType,,nc:MessageAttachmentAbstract,MessageAttachmentAbstract,False,True,A document which is attached to a message.
MessageAttachmentImage,nc:ImageType,ImageType,,nc:MessageAttachmentAbstract,MessageAttachmentAbstract,False,True,An image file which is attached to a message.
MessageAugmentationPoint,,,,,,True,False,An augmentation point for MessageType.
MessageCategoryAbstract,,,,,,True,False,A data concept for a kind of message category.
MessageCategoryFATCACode,nc:MessageCategoryFATCACodeType,MessageCategoryFATCACodeType,,nc:MessageCategoryAbstract,MessageCategoryAbstract,False,True,A kind of message.
MessageCategoryText,nc:TextType,TextType,,nc:MessageCategoryAbstract,MessageCategoryAbstract,False,True,A kind of message category.
MessageFATCAUsageRestrictionAbstract,,,,,,True,False,A data concept for a set of information about restrictions for use of the information this message contains and the legal framework under which it is given.
MessageFATCAUsageRestrictionText,nc:TextType,TextType,,nc:MessageFATCAUsageRestrictionAbstract,MessageFATCAUsageRestrictionAbstract,False,True,A set of information about restrictions for use of the information this message contains and the legal framework under which it is given.
MessageID,niem-xs:string,string,,,,False,True,A message identifier associated with an email or message content.
MessageReceivedDate,nc:DateType,DateType,,,,False,True,A date on which a message is received.
MessageRecipientAbstract,,,,,,True,False,A data concept for a recipient of a message.
MessageRecipientAddressID,niem-xs:string,string,,,,False,True,An address of a recipient of a message.
MessageRecipientEntity,nc:EntityType,EntityType,,nc:MessageRecipientAbstract,MessageRecipientAbstract,False,True,An entity which receives a message.
MessageRecipientName,nc:TextType,TextType,,nc:MessageRecipientAbstract,MessageRecipientAbstract,False,True,A name of an entity which receives a message.
MessageReferenceID,niem-xs:string,string,,,,False,True,An identifier that references a sender's or otherwise related message.
MessageSenderAbstract,,,,,,True,False,A data concept for a sender of a message.
MessageSenderAddressID,niem-xs:string,string,,,,False,True,An address of a sender of a message.
MessageSenderEntity,nc:EntityType,EntityType,,nc:MessageSenderAbstract,MessageSenderAbstract,False,True,An entity which sends a message.
MessageSenderName,nc:TextType,TextType,,nc:MessageSenderAbstract,MessageSenderAbstract,False,True,A name of an entity which sends a message.
MessageSentDate,nc:DateType,DateType,,,,False,True,A date on which a message is sent.
MessageSubjectText,nc:TextType,TextType,,,,False,True,A subject line or field of a message.
MessageText,nc:TextType,TextType,,,,False,True,A body or main content of a message.
Metadata,nc:MetadataType,MetadataType,,,,False,True,Information that further qualifies primary data; data about data.
MetadataAugmentationPoint,,,,,,True,False,An augmentation point for nc:MetadataType.
MilitaryBranchName,nc:TextType,TextType,,,,False,True,A name of a military branch in which a person served.
MilitaryCountry,nc:CountryType,CountryType,,,,False,True,A country in whose military a person served.
MilitaryDischargeCategoryAbstract,,,,,,True,False,A data concept for a kind of discharge a person received from military service.
MilitaryDischargeCategoryCode,nc:MilitaryDischargeCategoryCodeType,MilitaryDischargeCategoryCodeType,,nc:MilitaryDischargeCategoryAbstract,MilitaryDischargeCategoryAbstract,False,True,A kind of discharge a person received from military service.
MilitaryDischargeCategoryText,nc:TextType,TextType,,nc:MilitaryDischargeCategoryAbstract,MilitaryDischargeCategoryAbstract,False,True,A kind of discharge a person received from military service.
MilitaryDischargeDate,nc:DateType,DateType,,,,False,True,A date a person was released from further military obligations.
MilitaryDischargeRankText,nc:TextType,TextType,,,,False,True,A rank at time of a person was discharged from military service.
MilitaryDisciplinaryAction,nc:DisciplinaryActionType,DisciplinaryActionType,,,,False,True,"An activity assigned to a person by the military for the purpose of self-improvement, punishment, or restitution."
MilitaryDutiesText,nc:TextType,TextType,,,,False,True,A description of the duties and duty stations (locations) encompassed within period of military service.
MilitaryEnlistmentDate,nc:DateType,DateType,,,,False,True,A date a person enlisted in the military.
MilitaryExemptionDescriptionText,nc:TextType,TextType,,,,False,True,A description of why a person was excused from military service.
MilitaryExperienceIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person has some form of military experience; false otherwise.
MilitaryHighRankText,nc:TextType,TextType,,,,False,True,A highest rank achieved by a person in military service.
MilitaryInductionDate,nc:DateType,DateType,,,,False,True,A date a person was inducted (or will be inducted) into active service in a military.
MilitaryPersonIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification number for a person in the military.
MilitaryReleaseCategoryAbstract,,,,,,True,False,A data concept for a kind of release a person received from military service.
MilitaryReleaseCategoryText,nc:TextType,TextType,,nc:MilitaryReleaseCategoryAbstract,MilitaryReleaseCategoryAbstract,False,True,A kind of release a person received from military service.
MilitaryReleaseDate,nc:DateType,DateType,,,,False,True,A date a person was released from active service in a military.
MilitaryServiceActiveIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person is currently serving in the military; false otherwise.
MilitaryServiceTimeMeasure,nc:TimeMeasureType,TimeMeasureType,,,,False,True,A quantity of time a person spent in military service.
MilitaryStatus,nc:StatusType,StatusType,,,,False,True,A status of military service of a person.
MilitarySummaryAugmentationPoint,,,,,,True,False,An augmentation point for MilitarySummaryType.
MilitaryWorkSkillText,nc:TextType,TextType,,,,False,True,A military occupational specialty of a person.
Mission,nc:MissionType,MissionType,,,,False,True,"A task, together with the purpose, that clearly indicates the action to be taken and the reason therefore."
MissionAugmentationPoint,,,,,,True,False,An augmentation point for MissionType
MissionCommencementNoEarlierThanDate,nc:DateType,DateType,,,,False,True,An earliest date and time a mission may start.
MissionCommencementNoLaterThanDate,nc:DateType,DateType,,,,False,True,A latest date and time a mission may start.
MissionID,niem-xs:string,string,,,,False,True,A mission identifier.
MissionName,niem-xs:string,string,,,,False,True,A name of a mission.
MissionStagingLocation,nc:LocationType,LocationType,,,,False,True,An element for the resource staging location
MonthDate,niem-xs:gMonth,gMonth,,nc:DateRepresentation,DateRepresentation,False,True,A month.
NANPTelephoneNumber,nc:NANPTelephoneNumberType,NANPTelephoneNumberType,,nc:TelephoneNumberAbstract,TelephoneNumberAbstract,False,True,A North American Numbering Plan telephone number.
NANPTelephoneNumberAugmentationPoint,,,,,,True,False,An augmentation point for NANPTelephoneNumberType.
Obligation,nc:ObligationType,ObligationType,,,,False,True,A thing that is owed to an entity.
ObligationAugmentationPoint,,,,,,True,False,An augmentation point for ObligationType.
ObligationCategoryAbstract,,,,,,True,False,A data concept for a kind of obligation.
ObligationCategoryText,nc:TextType,TextType,,nc:ObligationCategoryAbstract,ObligationCategoryAbstract,False,True,A kind of obligation.
ObligationCompleteIndicator,niem-xs:boolean,boolean,,,,False,True,True if an obligation has been fulfilled; false otherwise.
ObligationComplianceIndicator,niem-xs:boolean,boolean,,,,False,True,True if a person with an obligation is in compliance with the requirements; false otherwise.
ObligationDateRange,nc:DateRangeType,DateRangeType,,,,False,True,A date range of an obligation.
ObligationDueAbstract,,,,,,True,False,A data concept for an amount of money or quantity of time still required to be spent in order to fulfill an obligation.
ObligationDueAmount,nc:AmountType,AmountType,,nc:ObligationDueAbstract,ObligationDueAbstract,False,True,An amount of a payment obligation that has not been made.
ObligationDueDate,nc:DateType,DateType,,,,False,True,A date by which an obligation must be fulfilled.
ObligationDueDuration,niem-xs:duration,duration,,nc:ObligationDueAbstract,ObligationDueAbstract,False,True,A quantity of time still required to be spent in order to fulfill an obligation.
ObligationEntity,nc:EntityType,EntityType,,,,False,True,An entity that must fulfill an obligation.
ObligationEntityCategoryAbstract,,,,,,True,False,A data concept for a kind of entity responsible for fulfilling an obligation.
ObligationEntityCategoryText,nc:TextType,TextType,,nc:ObligationEntityCategoryAbstract,ObligationEntityCategoryAbstract,False,True,A kind of entity responsible for fulfilling an obligation.
ObligationExemption,nc:ObligationExemptionType,ObligationExemptionType,,,,False,True,A waiving or dismissal of an obligation.
ObligationExemptionAugmentationPoint,,,,,,True,False,An augmentation point for ObligationExemptionType.
ObligationExemptionDescriptionText,nc:TextType,TextType,,,,False,True,A description of an exemption from an obligation.
ObligationExemptionIndicator,niem-xs:boolean,boolean,,,,False,True,True if an obligation has been waived or dismissed; false otherwise.
ObligationPaidAbstract,,,,,,True,False,A data concept for an amount of money or quantity of time that has been spent towards fulfilling an obligation.
ObligationPaidAmount,nc:AmountType,AmountType,,nc:ObligationPaidAbstract,ObligationPaidAbstract,False,True,An amount of a payment obligation that has been made.
ObligationPaidDate,nc:DateType,DateType,,,,False,True,A date an obligation was fulfilled.
ObligationPaidDuration,niem-xs:duration,duration,,nc:ObligationPaidAbstract,ObligationPaidAbstract,False,True,A quantity of time that has been spent towards fulfilling an obligation.
ObligationPeriodAbstract,,,,,,True,False,A data concept for an interval or period at which an obligation is required to be fulfilled.
ObligationPeriodText,nc:TextType,TextType,,nc:ObligationPeriodAbstract,ObligationPeriodAbstract,False,True,An interval or period at which an obligation is required to be fulfilled.
ObligationProgressDescriptionText,nc:TextType,TextType,,,,False,True,A description of the progress that has been made in fulfilling an obligation.
ObligationRecipient,nc:EntityType,EntityType,,,,False,True,An entity to whom an obligation must be fulfilled.
ObligationRecurrence,nc:ObligationRecurrenceType,ObligationRecurrenceType,,,,False,True,A periodic basis on which an obligation must be met.
ObligationRecurrenceAugmentationPoint,,,,,,True,False,An augmentation point for ObligationRecurrenceType.
ObligationRequirementDescriptionText,nc:TextType,TextType,,,,False,True,A description of what is necessary in order to fulfill an obligation.
ObligationTotalAbstract,,,,,,True,False,A data concept for an amount of money or quantity of time that must be spent in order to fulfill an obligation.
ObligationTotalAmount,nc:AmountType,AmountType,,nc:ObligationTotalAbstract,ObligationTotalAbstract,False,True,A total amount of money to be charged or paid to meet a financial obligation.
ObligationTotalDuration,niem-xs:duration,duration,,nc:ObligationTotalAbstract,ObligationTotalAbstract,False,True,A quantity of time that must be spent in order to fulfill an obligation.
OdometerReadingMeasure,nc:LengthMeasureType,LengthMeasureType,,,,False,True,A measure of elapsed distance traveled as determined by an odometer.
Organization,nc:OrganizationType,OrganizationType,,,,False,True,A unit which conducts some sort of business or operations.
OrganizationAbbreviationText,nc:TextType,TextType,,,,False,True,"An abbreviation, acronym, or code for an organization name."
OrganizationActiveIndicator,niem-xs:boolean,boolean,,,,False,True,True if an organization is active; false if it is inactive.
OrganizationActivityAbstract,,,,,,True,False,A data concept for an activity that an organization is known or thought to be involved with.
OrganizationActivityText,nc:TextType,TextType,,nc:OrganizationActivityAbstract,OrganizationActivityAbstract,False,True,An activity that an organization is known or thought to be involved with.
OrganizationAssociation,nc:OrganizationAssociationType,OrganizationAssociationType,,,,False,True,An association between an organization and another organization.
OrganizationAssociationAugmentationPoint,,,,,,True,False,An augmentation point for OrganizationAssociationType.
OrganizationAugmentationPoint,,,,,,True,False,An augmentation point for OrganizationType.
OrganizationBranchName,nc:TextType,TextType,,,,False,True,A name of the chapter or branch by which an organization is known within a larger group of organizations.
OrganizationCategoryAbstract,,,,,,True,False,A data concept for a kind or functional type of organization.
OrganizationCategoryText,nc:TextType,TextType,,nc:OrganizationCategoryAbstract,OrganizationCategoryAbstract,False,True,A kind or functional type of organization.
OrganizationDayContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A means of contacting an organization during daytime hours.
OrganizationDescriptionText,nc:TextType,TextType,,,,False,True,A description of an organization.
OrganizationDoingBusinessAsName,nc:TextType,TextType,,,,False,True,A name an organization uses for conducting business.
OrganizationEmergencyContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A means of contacting an organization in the event of an emergency.
OrganizationEstablishedDate,nc:DateType,DateType,,,,False,True,A date an organization was started.
OrganizationEveningContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A means of contacting an organization during evening or early night hours.
OrganizationFacilityAssociation,nc:OrganizationFacilityAssociationType,OrganizationFacilityAssociationType,,,,False,True,An association between an organization and a facility.
OrganizationFacilityAssociationAugmentationPoint,,,,,,True,False,An augmentation point for nc:OrganizationFacilityAssociationType.
OrganizationForeignAffiliate,nc:OrganizationType,OrganizationType,,,,False,True,A foreign organization that has some relationship or association with an organization.
OrganizationIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification that references an organization.
OrganizationIncorporatedIndicator,niem-xs:boolean,boolean,,,,False,True,True if an organization is incorporated; false otherwise.
OrganizationIncorporationDate,nc:DateType,DateType,,,,False,True,"A date an organization incorporated (e.g., corporation)."
OrganizationIncorporationLocation,nc:LocationType,LocationType,,,,False,True,A location where an organization incorporated.
OrganizationJurisdiction,nc:JurisdictionType,JurisdictionType,,,,False,True,An area of service or jurisdiction an organization has over a region.
OrganizationLEIIdentification,nc:IdentificationType,IdentificationType,,,,False,True,"An identification for a Legal Entity Identifier (LEI), to uniquely identify legally distinct entities that engage in financial transactions."
OrganizationLicenseIdentification,nc:IdentificationType,IdentificationType,,,,False,True,A license identification for an organization.
OrganizationLocalIdentification,nc:IdentificationType,IdentificationType,,,,False,True,An identification assigned at a local level to an organization.
OrganizationLocation,nc:LocationType,LocationType,,,,False,True,A location of an organization.
OrganizationLocationAssociationAugmentationPoint,,,,,,True,False,An augmentation point for OrganizationLocationAssociationType.
OrganizationName,nc:TextType,TextType,,,,False,True,A name of an organization.
OrganizationNameEffectiveDate,nc:DateType,DateType,,,,False,True,A date the organization name became effective.
OrganizationNameTerminationDate,nc:DateType,DateType,,,,False,True,A date the organization name became invalid.
OrganizationNightContactInformation,nc:ContactInformationType,ContactInformationType,,,,False,True,A means of contacting an organization during late-night hours.
OrganizationOperatesFacilityAssociation,nc:OrganizationFacilityAssociationType,OrganizationFacilityAssociationType,,nc:OrganizationFacilityAssociation,OrganizationFacilityAssociation,False,True,An association between a facility and an organization that operates that facility.
