source,target,relation
InjuryCategoryText,TextType,typedBy
InjuryCategoryText,InjuryCategoryAbstract,substitutionGroup
InjuryCauserPerson,PersonType,typedBy
InjuryCauserPerson,InjuryCauserAbstract,substitutionGroup
InjuryDate,DateType,typedBy
InjuryDescriptionText,TextType,typedBy
InjuryLocationText,TextType,typedBy
InjuryLocationText,InjuryLocationAbstract,substitutionGroup
InjurySeverityText,TextType,typedBy
InjurySeverityText,InjurySeverityAbstract,substitutionGroup
InjurySustainer,PersonType,typedBy
InjuryTreatment,TreatmentType,typedBy
InstantMessengerScreenID,string,typedBy
InstantMessengerServiceName,TextType,typedBy
Insurance,InsuranceType,typedBy
InsuranceActiveIndicator,boolean,typedBy
InsuranceCancellationDate,DateType,typedBy
InsuranceCarrierIdentification,IdentificationType,typedBy
InsuranceCarrierName,TextType,typedBy
InsuranceCertifiedDate,DateType,typedBy
InsuranceCoverageCategoryText,TextType,typedBy
InsuranceCoverageCategoryText,InsuranceCoverageCategoryAbstract,substitutionGroup
InsuranceCoveredItem,ItemType,typedBy
InsuranceEffectiveDateRange,DateRangeType,typedBy
InsurancePersonalIndicator,boolean,typedBy
InsurancePolicyHolder,EntityType,typedBy
InsurancePolicyIdentification,IdentificationType,typedBy
IntangibleItem,IntangibleItemType,typedBy
IntellectualItemBusinessAreaText,TextType,typedBy
IntellectualProperty,IntellectualPropertyType,typedBy
IntellectualPropertyCreationDate,DateType,typedBy
IntellectualPropertyCreationEventText,TextType,typedBy
IntellectualPropertyRegistrationDate,DateType,typedBy
IntellectualPropertyRegistrationIdentification,IdentificationType,typedBy
IntellectualPropertyTerminationDate,DateType,typedBy
IntellectualPropertyTerminationEventText,TextType,typedBy
InternationalTelephoneNumber,InternationalTelephoneNumberType,typedBy
InternationalTelephoneNumber,TelephoneNumberAbstract,substitutionGroup
IPv4AddressID,string,typedBy
IPv6AddressID,string,typedBy
Item,ItemType,typedBy
ItemActionText,TextType,typedBy
ItemAgeMeasure,TimeMeasureType,typedBy
ItemBarCodeIdentification,IdentificationType,typedBy
ItemBinary,BinaryType,typedBy
ItemBrandName,ProperNameTextType,typedBy
ItemBuyer,EntityType,typedBy
ItemCategoryText,TextType,typedBy
ItemCategoryText,ItemCategoryAbstract,substitutionGroup
ItemColorDescriptionText,TextType,typedBy
ItemConditionText,TextType,typedBy
ItemConditionText,ItemConditionAbstract,substitutionGroup
ItemContainerAssociation,ItemContainerAssociationType,typedBy
ItemCurrentLocationAssociation,ItemLocationAssociationType,typedBy
ItemCurrentResaleValue,ItemValueType,typedBy
ItemDealerIdentification,IdentificationType,typedBy
ItemDescriptionText,TextType,typedBy
ItemDisposition,ItemDispositionType,typedBy
ItemDispositionLocation,LocationType,typedBy
ItemDispositionLocationAssociation,ItemLocationAssociationType,typedBy
ItemEntityAssociation,ItemEntityAssociationType,typedBy
ItemFirstSoldYearDate,gYear,typedBy
ItemHeightMeasure,LengthMeasureType,typedBy
ItemHolderAssociation,ItemEntityAssociationType,typedBy
ItemHoldingOrganization,OrganizationType,typedBy
ItemImage,ImageType,typedBy
ItemInsuranceAssociation,ItemInsuranceAssociationType,typedBy
ItemLeaseIndicator,boolean,typedBy
ItemLengthMeasure,LengthMeasureType,typedBy
ItemLocationAssociation,ItemLocationAssociationType,typedBy
ItemMakeName,ProperNameTextType,typedBy
ItemMakeName,ItemMakeAbstract,substitutionGroup
ItemModelName,ProperNameTextType,typedBy
ItemModelYearDate,gYear,typedBy
ItemMoverAssociation,ItemEntityAssociationType,typedBy
ItemMovingOrganization,OrganizationType,typedBy
ItemName,TextType,typedBy
ItemOtherIdentification,IdentificationType,typedBy
ItemOwner,EntityType,typedBy
ItemOwnerAppliedID,string,typedBy
ItemOwnerAssociation,ItemEntityAssociationType,typedBy
ItemOwnerPurchasedValue,ItemValueType,typedBy
ItemOwnershipCategoryText,TextType,typedBy
ItemOwnershipCategoryText,ItemOwnershipCategoryAbstract,substitutionGroup
ItemPossessionDescriptionText,TextType,typedBy
ItemPossessor,EntityType,typedBy
ItemPossessorAssociation,ItemEntityAssociationType,typedBy
ItemPurchasePriceValue,ItemValueType,typedBy
ItemQuantity,QuantityType,typedBy
ItemReceiptIdentification,IdentificationType,typedBy
ItemRentalIndicator,boolean,typedBy
ItemRFIdentification,IdentificationType,typedBy
ItemSalesTaxPercent,PercentType,typedBy
ItemSeller,EntityType,typedBy
ItemSerialIdentification,IdentificationType,typedBy
ItemSizeDescriptionText,TextType,typedBy
ItemStateIdentification,IdentificationType,typedBy
ItemStatus,StatusType,typedBy
ItemStyleText,TextType,typedBy
ItemStyleText,ItemStyleAbstract,substitutionGroup
ItemTransaction,ItemTransactionType,typedBy
ItemUsageText,TextType,typedBy
ItemValue,ItemValueType,typedBy
ItemValueAmount,AmountType,typedBy
ItemValueAssigner,EntityType,typedBy
ItemValueAssigningMethodText,TextType,typedBy
ItemValueAssigningMethodText,ItemValueAssigningMethodAbstract,substitutionGroup
ItemValueDate,DateType,typedBy
ItemValueDescriptionText,TextType,typedBy
ItemValueTaxIncludedIndicator,boolean,typedBy
ItemVisibleID,string,typedBy
ItemWeightMeasure,WeightMeasureType,typedBy
ItemWidthMeasure,LengthMeasureType,typedBy
Jurisdiction,JurisdictionType,typedBy
JurisdictionDescriptionText,TextType,typedBy
JurisdictionIdentification,IdentificationType,typedBy
JurisdictionLocation,LocationType,typedBy
JurisdictionRestrictionText,TextType,typedBy
JurisdictionText,TextType,typedBy
JurisdictionText,JurisdictionAbstract,substitutionGroup
Kit,ItemType,typedBy
Language,LanguageType,typedBy
LanguageName,TextType,typedBy
LanguageName,LanguageRepresentation,substitutionGroup
LastUpdatedDate,DateType,typedBy
LastVerifiedDate,DateType,typedBy
LatitudeDegreeValue,LatitudeDegreeType,typedBy
LatitudeMinuteValue,AngularMinuteType,typedBy
LatitudeSecondValue,AngularSecondType,typedBy
LengthMeasure,LengthMeasureType,typedBy
LicenseEndorsement,LicenseEndorsementType,typedBy
LicenseEndorsementEndDate,DateType,typedBy
LicenseEndorsementText,TextType,typedBy
LicenseEndorsementText,LicenseEndorsementAbstract,substitutionGroup
LicenseMedicalAssessmentCategoryText,TextType,typedBy
LicenseMedicalAssessmentCategoryText,LicenseMedicalAssessmentCategoryAbstract,substitutionGroup
LicenseMedicalAssessmentDescriptionText,TextType,typedBy
LicenseMedicalCertification,LicenseMedicalCertificationType,typedBy
LicenseMedicalCertificationExpirationDate,DateType,typedBy
LicenseMedicalCertificationIssueDate,DateType,typedBy
LicenseMedicalLimitationText,TextType,typedBy
LicensePermit,LicensePermitType,typedBy
LicensePermitClassificationText,TextType,typedBy
LicensePermitEndorsement,LicenseEndorsementType,typedBy
LicensePermitQuantity,nonNegativeInteger,typedBy
LicensePermitRestriction,LicenseRestrictionType,typedBy
LicensePermitStatusText,TextType,typedBy
LicensePermitStatusText,LicensePermitStatusAbstract,substitutionGroup
LicenseRatingEffectiveDate,DateType,typedBy
LicenseRatingExpirationDate,DateType,typedBy
LicenseRatingText,TextType,typedBy
LicenseRatingText,LicenseRatingAbstract,substitutionGroup
LicenseRestriction,LicenseRestrictionType,typedBy
LicenseRestrictionDescriptionText,TextType,typedBy
LicenseRestrictionEndDate,DateType,typedBy
LicenseRestrictionText,TextType,typedBy
LicenseRestrictionText,LicenseRestrictionAbstract,substitutionGroup
LicenseSkillsPerformanceEvaluationEffectiveDate,DateType,typedBy
LicenseSkillsPerformanceEvaluationExpirationDate,DateType,typedBy
LicenseWaiverExemptEffectiveDate,DateType,typedBy
LicenseWaiverExemptExpirationDate,DateType,typedBy
LicenseWaiverExemptExpirationIndefiniteIndicator,boolean,typedBy
Locale,LocaleType,typedBy
LocaleCensusBlockID,string,typedBy
LocaleCensusTractID,string,typedBy
LocaleCommunityName,TextType,typedBy
LocaleCommunityName,LocaleCommunityAbstract,substitutionGroup
LocaleDescriptionText,TextType,typedBy
LocaleDistrictIdentification,IdentificationType,typedBy
LocaleDistrictName,TextType,typedBy
LocaleEmergencyServicesJurisdictionID,string,typedBy
LocaleEmergencyServicesName,TextType,typedBy
LocaleFireJurisdictionID,string,typedBy
LocaleJudicialDistrictName,TextType,typedBy
LocaleJudicialDistrictName,LocaleJudicialDistrictAbstract,substitutionGroup
LocaleNeighborhoodName,TextType,typedBy
LocalePoliceBeatText,TextType,typedBy
LocalePoliceGridText,TextType,typedBy
LocalePoliceJurisdictionID,string,typedBy
LocaleRegionName,TextType,typedBy
LocaleSubdivisionName,TextType,typedBy
LocaleZoneName,TextType,typedBy
Location,LocationType,typedBy
Location2DGeospatialCoordinate,Location2DGeospatialCoordinateType,typedBy
Location2DGeospatialCoordinate,LocationGeospatialCoordinateAbstract,substitutionGroup
Location3DGeospatialCoordinate,Location3DGeospatialCoordinateType,typedBy
Location3DGeospatialCoordinate,LocationGeospatialCoordinateAbstract,substitutionGroup
LocationAltitude,LocationHeightMeasureType,typedBy
LocationAltitude,LocationHeightAbstract,substitutionGroup
LocationArea,AreaType,typedBy
LocationBedText,TextType,typedBy
LocationBuildingText,TextType,typedBy
LocationCategoryText,TextType,typedBy
LocationCategoryText,LocationCategoryAbstract,substitutionGroup
LocationContactInformation,ContactInformationType,typedBy
LocationContactInformationAssociation,LocationContactInformationAssociationType,typedBy
LocationContainsOrganizationAssociation,OrganizationLocationAssociationType,typedBy
LocationDepth,LocationHeightMeasureType,typedBy
LocationDepth,LocationHeightAbstract,substitutionGroup
LocationDescriptionText,TextType,typedBy
LocationDirectionsText,TextType,typedBy
LocationElevation,LocationHeightMeasureType,typedBy
LocationElevation,LocationHeightAbstract,substitutionGroup
LocationEmergencyServicesAssociation,OrganizationLocationAssociationType,typedBy
LocationFloorText,TextType,typedBy
LocationHeightVerticalDatumText,TextType,typedBy
LocationHeightVerticalDatumText,LocationHeightVerticalDatumAbstract,substitutionGroup
LocationIdentification,IdentificationType,typedBy
LocationLandmarkName,TextType,typedBy
LocationLandmarkName,LocationLandmarkAbstract,substitutionGroup
LocationLandmarkText,TextType,typedBy
LocationLandmarkText,LocationLandmarkAbstract,substitutionGroup
LocationLocale,LocaleType,typedBy
LocationMapLocation,MapLocationType,typedBy
LocationName,ProperNameTextType,typedBy
LocationNeighboringPersonAssociation,PersonLocationAssociationType,typedBy
LocationOrganizationAssociation,OrganizationLocationAssociationType,typedBy
LocationPart,LocationPartType,typedBy
LocationPartText,TextType,typedBy
LocationRangeDescriptionText,TextType,typedBy
LocationRelativeLocation,RelativeLocationType,typedBy
LocationRoomText,TextType,typedBy
LocationSectionText,TextType,typedBy
LocationSuiteText,TextType,typedBy
LocationSurroundingAreaDescriptionText,TextType,typedBy
LocationUTMCoordinateValue,UTMCoordinateType,typedBy
LocationUTMCoordinateValue,LocationGeospatialCoordinateAbstract,substitutionGroup
LongitudeDegreeValue,LongitudeDegreeType,typedBy
LongitudeMinuteValue,AngularMinuteType,typedBy
LongitudeSecondValue,AngularSecondType,typedBy
MACAddressID,string,typedBy
Machinery,ItemType,typedBy
MailingAddress,AddressType,typedBy
MailingAddress,Address,substitutionGroup
Manifest,ManifestType,typedBy
ManifestCategoryText,TextType,typedBy
ManifestCategoryText,ManifestCategoryAbstract,substitutionGroup
ManifestTransmittedDate,DateType,typedBy
MapCoordinateFullText,TextType,typedBy
MapDate,DateType,typedBy
MapElevationCoordinateText,TextType,typedBy
MapHorizontalCoordinateText,TextType,typedBy
MapLocation,MapLocationType,typedBy
MapLocationDescriptionText,TextType,typedBy
MapName,TextType,typedBy
MapPageID,string,typedBy
MapQuadrantText,TextType,typedBy
MapVersionID,string,typedBy
MapVerticalCoordinateText,TextType,typedBy
Measure,MeasureType,typedBy
MeasureCommentText,TextType,typedBy
MeasureDate,DateType,typedBy
MeasureDecimalRange,DecimalRangeType,typedBy
MeasureDecimalRange,MeasureRangeAbstract,substitutionGroup
MeasureDecimalValue,decimal,typedBy
MeasureDecimalValue,MeasurePointAbstract,substitutionGroup
MeasureDecimalValueList,DecimalListType,typedBy
MeasureDecimalValueList,MeasureValueListAbstract,substitutionGroup
MeasureDescriptionText,TextType,typedBy
MeasureDoubleRange,DoubleRangeType,typedBy
MeasureDoubleRange,MeasureRangeAbstract,substitutionGroup
MeasureDoubleValue,double,typedBy
MeasureDoubleValue,MeasurePointAbstract,substitutionGroup
MeasureDoubleValueList,DoubleListType,typedBy
MeasureDoubleValueList,MeasureValueListAbstract,substitutionGroup
MeasureErrorText,TextType,typedBy
MeasureErrorText,MeasureErrorAbstract,substitutionGroup
MeasureErrorValue,decimal,typedBy
MeasureErrorValue,MeasureErrorAbstract,substitutionGroup
MeasureEstimatedIndicator,boolean,typedBy
MeasureIntegerRange,IntegerRangeType,typedBy
MeasureIntegerRange,MeasureRangeAbstract,substitutionGroup
MeasureIntegerValue,integer,typedBy
MeasureIntegerValue,MeasurePointAbstract,substitutionGroup
MeasureIntegerValueList,IntegerListType,typedBy
MeasureIntegerValueList,MeasureValueListAbstract,substitutionGroup
MeasureMethodText,TextType,typedBy
MeasureMethodText,MeasureMethodAbstract,substitutionGroup
MeasurePointAbstract,MeasureValueAbstract,substitutionGroup
MeasureQualityText,TextType,typedBy
MeasureQualityText,MeasureErrorAbstract,substitutionGroup
Measurer,EntityType,typedBy
MeasureRangeAbstract,MeasureValueAbstract,substitutionGroup
MeasureTextList,StringListType,typedBy
MeasureTextList,MeasureValueListAbstract,substitutionGroup
MeasureUnitText,TextType,typedBy
MeasureUnitText,MeasureUnitAbstract,substitutionGroup
MeasureUnsignedIntegerRange,UnsignedIntegerRangeType,typedBy
MeasureUnsignedIntegerRange,MeasureRangeAbstract,substitutionGroup
MeasureUnsignedIntegerValue,unsignedInt,typedBy
MeasureUnsignedIntegerValue,MeasurePointAbstract,substitutionGroup
MeasureValueListAbstract,MeasureValueAbstract,substitutionGroup
MeasureValueText,TextType,typedBy
MeasureValueText,MeasureValueAbstract,substitutionGroup
MedicalCondition,MedicalConditionType,typedBy
MedicalConditionCauseText,TextType,typedBy
MedicalConditionDateRange,DateRangeType,typedBy
MedicalConditionDescriptionText,TextType,typedBy
MedicalConditionDoctor,PersonType,typedBy
MedicalConditionPresentIndicator,boolean,typedBy
MedicalConditionSeverityText,TextType,typedBy
MedicalConditionSeverityText,MedicalConditionSeverityAbstract,substitutionGroup
MedicalConditionText,TextType,typedBy
MessageAttachmentBinary,BinaryType,typedBy
MessageAttachmentBinary,MessageAttachmentAbstract,substitutionGroup
MessageAttachmentDocument,DocumentType,typedBy
MessageAttachmentDocument,MessageAttachmentAbstract,substitutionGroup
MessageAttachmentImage,ImageType,typedBy
MessageAttachmentImage,MessageAttachmentAbstract,substitutionGroup
MessageCategoryFATCACode,MessageCategoryFATCACodeType,typedBy
MessageCategoryFATCACode,MessageCategoryAbstract,substitutionGroup
MessageCategoryText,TextType,typedBy
MessageCategoryText,MessageCategoryAbstract,substitutionGroup
MessageFATCAUsageRestrictionText,TextType,typedBy
MessageFATCAUsageRestrictionText,MessageFATCAUsageRestrictionAbstract,substitutionGroup
MessageID,string,typedBy
MessageReceivedDate,DateType,typedBy
MessageRecipientAddressID,string,typedBy
MessageRecipientEntity,EntityType,typedBy
MessageRecipientEntity,MessageRecipientAbstract,substitutionGroup
MessageRecipientName,TextType,typedBy
MessageRecipientName,MessageRecipientAbstract,substitutionGroup
MessageReferenceID,string,typedBy
MessageSenderAddressID,string,typedBy
MessageSenderEntity,EntityType,typedBy
MessageSenderEntity,MessageSenderAbstract,substitutionGroup
MessageSenderName,TextType,typedBy
MessageSenderName,MessageSenderAbstract,substitutionGroup
MessageSentDate,DateType,typedBy
MessageSubjectText,TextType,typedBy
MessageText,TextType,typedBy
Metadata,MetadataType,typedBy
MilitaryBranchName,TextType,typedBy
MilitaryCountry,CountryType,typedBy
MilitaryDischargeCategoryCode,MilitaryDischargeCategoryCodeType,typedBy
MilitaryDischargeCategoryCode,MilitaryDischargeCategoryAbstract,substitutionGroup
MilitaryDischargeCategoryText,TextType,typedBy
MilitaryDischargeCategoryText,MilitaryDischargeCategoryAbstract,substitutionGroup
MilitaryDischargeDate,DateType,typedBy
MilitaryDischargeRankText,TextType,typedBy
MilitaryDisciplinaryAction,DisciplinaryActionType,typedBy
MilitaryDutiesText,TextType,typedBy
MilitaryEnlistmentDate,DateType,typedBy
MilitaryExemptionDescriptionText,TextType,typedBy
MilitaryExperienceIndicator,boolean,typedBy
MilitaryHighRankText,TextType,typedBy
MilitaryInductionDate,DateType,typedBy
MilitaryPersonIdentification,IdentificationType,typedBy
MilitaryReleaseCategoryText,TextType,typedBy
MilitaryReleaseCategoryText,MilitaryReleaseCategoryAbstract,substitutionGroup
MilitaryReleaseDate,DateType,typedBy
MilitaryServiceActiveIndicator,boolean,typedBy
MilitaryServiceTimeMeasure,TimeMeasureType,typedBy
MilitaryStatus,StatusType,typedBy
MilitaryWorkSkillText,TextType,typedBy
Mission,MissionType,typedBy
MissionCommencementNoEarlierThanDate,DateType,typedBy
MissionCommencementNoLaterThanDate,DateType,typedBy
MissionID,string,typedBy
MissionName,string,typedBy
MissionStagingLocation,LocationType,typedBy
MonthDate,gMonth,typedBy
MonthDate,DateRepresentation,substitutionGroup
NANPTelephoneNumber,NANPTelephoneNumberType,typedBy
NANPTelephoneNumber,TelephoneNumberAbstract,substitutionGroup
Obligation,ObligationType,typedBy
ObligationCategoryText,TextType,typedBy
ObligationCategoryText,ObligationCategoryAbstract,substitutionGroup
ObligationCompleteIndicator,boolean,typedBy
ObligationComplianceIndicator,boolean,typedBy
ObligationDateRange,DateRangeType,typedBy
ObligationDueAmount,AmountType,typedBy
ObligationDueAmount,ObligationDueAbstract,substitutionGroup
ObligationDueDate,DateType,typedBy
ObligationDueDuration,duration,typedBy
ObligationDueDuration,ObligationDueAbstract,substitutionGroup
ObligationEntity,EntityType,typedBy
ObligationEntityCategoryText,TextType,typedBy
ObligationEntityCategoryText,ObligationEntityCategoryAbstract,substitutionGroup
ObligationExemption,ObligationExemptionType,typedBy
ObligationExemptionDescriptionText,TextType,typedBy
ObligationExemptionIndicator,boolean,typedBy
ObligationPaidAmount,AmountType,typedBy
ObligationPaidAmount,ObligationPaidAbstract,substitutionGroup
ObligationPaidDate,DateType,typedBy
ObligationPaidDuration,duration,typedBy
ObligationPaidDuration,ObligationPaidAbstract,substitutionGroup
ObligationPeriodText,TextType,typedBy
ObligationPeriodText,ObligationPeriodAbstract,substitutionGroup
ObligationProgressDescriptionText,TextType,typedBy
ObligationRecipient,EntityType,typedBy
ObligationRecurrence,ObligationRecurrenceType,typedBy
ObligationRequirementDescriptionText,TextType,typedBy
ObligationTotalAmount,AmountType,typedBy
ObligationTotalAmount,ObligationTotalAbstract,substitutionGroup
ObligationTotalDuration,duration,typedBy
ObligationTotalDuration,ObligationTotalAbstract,substitutionGroup
OdometerReadingMeasure,LengthMeasureType,typedBy
Organization,OrganizationType,typedBy
OrganizationAbbreviationText,TextType,typedBy
OrganizationActiveIndicator,boolean,typedBy
OrganizationActivityText,TextType,typedBy
OrganizationActivityText,OrganizationActivityAbstract,substitutionGroup
OrganizationAssociation,OrganizationAssociationType,typedBy
OrganizationBranchName,TextType,typedBy
OrganizationCategoryText,TextType,typedBy
OrganizationCategoryText,OrganizationCategoryAbstract,substitutionGroup
OrganizationDayContactInformation,ContactInformationType,typedBy
OrganizationDescriptionText,TextType,typedBy
OrganizationDoingBusinessAsName,TextType,typedBy
OrganizationEmergencyContactInformation,ContactInformationType,typedBy
OrganizationEstablishedDate,DateType,typedBy
OrganizationEveningContactInformation,ContactInformationType,typedBy
OrganizationFacilityAssociation,OrganizationFacilityAssociationType,typedBy
OrganizationForeignAffiliate,OrganizationType,typedBy
OrganizationIdentification,IdentificationType,typedBy
OrganizationIncorporatedIndicator,boolean,typedBy
OrganizationIncorporationDate,DateType,typedBy
OrganizationIncorporationLocation,LocationType,typedBy
OrganizationJurisdiction,JurisdictionType,typedBy
OrganizationLEIIdentification,IdentificationType,typedBy
OrganizationLicenseIdentification,IdentificationType,typedBy
OrganizationLocalIdentification,IdentificationType,typedBy
OrganizationLocation,LocationType,typedBy
OrganizationName,TextType,typedBy
OrganizationNameEffectiveDate,DateType,typedBy
OrganizationNameTerminationDate,DateType,typedBy
OrganizationNightContactInformation,ContactInformationType,typedBy
OrganizationOperatesFacilityAssociation,OrganizationFacilityAssociationType,typedBy
OrganizationOperatesFacilityAssociation,OrganizationFacilityAssociation,substitutionGroup
OrganizationOtherIdentification,IdentificationType,typedBy
OrganizationParentAffiliate,OrganizationType,typedBy
OrganizationParentAffiliate,OrganizationParentAbstract,substitutionGroup
OrganizationParentAssociation,OrganizationUnitAssociationType,typedBy
OrganizationParentOrganization,OrganizationType,typedBy
OrganizationParentOrganization,OrganizationParentAbstract,substitutionGroup
OrganizationPrimaryContactInformation,ContactInformationType,typedBy
OrganizationPrincipalOfficial,PersonType,typedBy
OrganizationPrincipalOfficialAssociation,PersonOrganizationAssociationType,typedBy
OrganizationServiceHoursText,TextType,typedBy
OrganizationServiceHoursText,OrganizationServiceHoursAbstract,substitutionGroup
OrganizationSizeText,TextType,typedBy
OrganizationSizeText,OrganizationSizeAbstract,substitutionGroup
OrganizationStatus,StatusType,typedBy
OrganizationSubsidiaryAssociation,OrganizationUnitAssociationType,typedBy
OrganizationSubUnit,OrganizationType,typedBy
OrganizationSubUnitName,TextType,typedBy
OrganizationSupervisesFacilityAssociation,OrganizationFacilityAssociationType,typedBy
OrganizationSupervisesFacilityAssociation,OrganizationFacilityAssociation,substitutionGroup
OrganizationTaxIdentification,IdentificationType,typedBy
OrganizationTerminationDate,DateType,typedBy
OrganizationUnit,OrganizationType,typedBy
OrganizationUnitName,TextType,typedBy
OrganizationValidDate,DateType,typedBy
Orientation,OrientationType,typedBy
ParentFacility,FacilityType,typedBy
Passport,PassportType,typedBy
PassportBookIdentification,IdentificationType,typedBy
PassportCategoryCode,PassportCategoryCodeType,typedBy
PassportCategoryCode,PassportCategoryAbstract,substitutionGroup
PassportCategoryText,TextType,typedBy
PassportCategoryText,PassportCategoryAbstract,substitutionGroup
PassportNumberIdentification,IdentificationType,typedBy
PassportTransmissionTrackingID,string,typedBy
PatientMedicalFacility,OrganizationType,typedBy
Payment,PaymentType,typedBy
PaymentAmount,AmountType,typedBy
PaymentMethodCode,PaymentMethodCodeType,typedBy
PaymentMethodCode,PaymentMethodAbstract,substitutionGroup
PaymentMethodText,TextType,typedBy
PaymentMethodText,PaymentMethodAbstract,substitutionGroup
Percent,PercentType,typedBy
Permit,PermitType,typedBy
PermitCategoryText,TextType,typedBy
PermitCategoryText,PermitCategoryAbstract,substitutionGroup
PermitIdentification,IdentificationType,typedBy
PermitRenewalDate,DateType,typedBy
PermitStartDate,DateType,typedBy
PermitUsageText,TextType,typedBy
PermitUsageText,PermitUsageAbstract,substitutionGroup
Person,PersonType,typedBy
PersonAccentText,TextType,typedBy
PersonAgeDescriptionText,TextType,typedBy
PersonAgeMeasure,TimeMeasureType,typedBy
PersonAliasIdentityAssociation,PersonIdentityAssociationType,typedBy
PersonArmedIndicator,boolean,typedBy
PersonAssaultedOfficerIndicator,boolean,typedBy
PersonAssignedUnitAssociation,PersonOrganizationAssociationType,typedBy
PersonAssociation,PersonAssociationType,typedBy
PersonBirthDate,DateType,typedBy
PersonBirthLocation,LocationType,typedBy
PersonBloodTypeText,TextType,typedBy
PersonBloodTypeText,PersonBloodTypeAbstract,substitutionGroup
PersonBodyXRaysAvailableText,TextType,typedBy
PersonBodyXRaysAvailableText,PersonBodyXRaysAvailableAbstract,substitutionGroup
PersonBuildText,TextType,typedBy
PersonBuildText,PersonBuildAbstract,substitutionGroup
PersonCapability,CapabilityType,typedBy
PersonCircumcisionIndicator,boolean,typedBy
PersonCitizenship,PersonCitizenshipType,typedBy
PersonCitizenshipCategoryText,TextType,typedBy
PersonCitizenshipCategoryText,PersonCitizenshipCategoryAbstract,substitutionGroup
PersonCitizenshipCountry,CountryType,typedBy
PersonCitizenshipStatus,StatusType,typedBy
PersonComplexionText,TextType,typedBy
PersonComplexionText,PersonComplexionAbstract,substitutionGroup
PersonComprehendsSpokenLanguageIndicator,boolean,typedBy
PersonContactInformation,ContactInformationType,typedBy
PersonConveyanceAssociation,PersonConveyanceAssociationType,typedBy
PersonCriminalOrganizationAssociation,PersonOrganizationAssociationType,typedBy
PersonCurrentEmploymentAssociation,EmploymentAssociationType,typedBy
PersonCurrentLocationAssociation,PersonLocationAssociationType,typedBy
PersonDeathDate,DateType,typedBy
PersonDependentQuantity,QuantityType,typedBy
PersonDescriptionText,TextType,typedBy
PersonDetainmentLocationAssociation,PersonLocationAssociationType,typedBy
PersonDigitalImage,ImageType,typedBy
PersonDigitizedSignatureImage,ImageType,typedBy
PersonDisguiseDescriptionText,TextType,typedBy
PersonDisunion,PersonDisunionType,typedBy
PersonDisunionDecreeIndicator,boolean,typedBy
PersonDisunionPendingIndicator,boolean,typedBy
PersonDisunionReasonText,TextType,typedBy
PersonDocumentAssociation,PersonDocumentAssociationType,typedBy
PersonEducation,EducationType,typedBy
PersonEmergencyContactInformation,ContactInformationType,typedBy
PersonEmployedIndicator,boolean,typedBy
PersonEmploymentAssociation,EmploymentAssociationType,typedBy
PersonEmploymentLocationAssociation,PersonLocationAssociationType,typedBy
PersonEncounter,PersonEncounterType,typedBy
PersonEthnicityText,TextType,typedBy
PersonEthnicityText,PersonEthnicityAbstract,substitutionGroup
PersonEyeColorText,TextType,typedBy
PersonEyeColorText,PersonEyeColorAbstract,substitutionGroup
PersonEyewearText,TextType,typedBy
PersonEyewearText,PersonEyewearAbstract,substitutionGroup
PersonFacialHairText,TextType,typedBy
PersonFacialHairText,PersonFacialHairAbstract,substitutionGroup
PersonFormerEmploymentAssociation,EmploymentAssociationType,typedBy
PersonFraudulentIdentificationIndicator,boolean,typedBy
PersonFullName,PersonNameTextType,typedBy
PersonGeneralAppearanceDescriptionText,TextType,typedBy
PersonGivenName,PersonNameTextType,typedBy
PersonHairAppearanceText,TextType,typedBy
PersonHairCategoryText,TextType,typedBy
PersonHairCategoryText,PersonHairCategoryAbstract,substitutionGroup
PersonHairColorText,TextType,typedBy
PersonHairColorText,PersonHairColorAbstract,substitutionGroup
PersonHairLengthText,TextType,typedBy
PersonHairLengthText,PersonHairLengthAbstract,substitutionGroup
PersonHairStyleText,TextType,typedBy
PersonHairStyleText,PersonHairStyleAbstract,substitutionGroup
PersonHandednessText,TextType,typedBy
PersonHandednessText,PersonHandednessAbstract,substitutionGroup
PersonHeightDescriptionText,TextType,typedBy
PersonHeightMeasure,LengthMeasureType,typedBy
PersonHomeContactInformation,ContactInformationType,typedBy
PersonHumanResourceIdentification,IdentificationType,typedBy
PersonIdentityAssociation,PersonIdentityAssociationType,typedBy
PersonInjury,InjuryType,typedBy
PersonIssuedDocumentAssociation,PersonDocumentAssociationType,typedBy
PersonJewelryDescriptionText,TextType,typedBy
PersonJobTitleText,TextType,typedBy
PersonJuvenileClaimedIndicator,boolean,typedBy
PersonJuvenileVerifiedIndicator,boolean,typedBy
PersonKnownPreviousLocationAssociation,PersonLocationAssociationType,typedBy
PersonLanguageEnglishIndicator,boolean,typedBy
PersonLastSeenLocationAssociation,PersonLocationAssociationType,typedBy
PersonLearningDisabilityText,TextType,typedBy
PersonLearningDisabilityText,PersonLearningDisabilityAbstract,substitutionGroup
PersonLicenseIdentification,IdentificationType,typedBy
PersonLivingIndicator,boolean,typedBy
PersonLocationAssociation,PersonLocationAssociationType,typedBy
PersonMaidenName,PersonNameTextType,typedBy
PersonMedicalCondition,MedicalConditionType,typedBy
PersonMedicalDescriptionText,TextType,typedBy
PersonMedicalFileIndicator,boolean,typedBy
PersonMedicationRequiredText,TextType,typedBy
PersonMentalStateText,TextType,typedBy
